price,metro_time,info_total_area,floor_ratio,firt_floor,last_floor,rooms_1,rooms_2,rooms_3,rooms_4,rooms_студия,rent_jkh_включена (без счётчиков),rent_jkh_включена (счётчики включены),rent_prepayment_1 месяц,rent_prepayment_2 месяца,rent_prepayment_3 месяца,rent_term_несколько месяцев,rent_term_от года,rent_living_conditions_можно с детьми,rent_living_conditions_можно с детьми и животными,rent_living_conditions_можно с животными,"rent_living_conditions_ни с детьми, ни с животными",year_built_interval_1890-1917,year_built_interval_1917-1945,year_built_interval_1945-1970,year_built_interval_1970-1990,year_built_interval_1991-2025,year_built_interval_не попал,log_distance
80000,10.0,33.0,0.8571428571428571,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.1850926909587276
60000,7.0,20.0,0.696969696969697,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.6719647577360597
44000,4.0,38.0,0.25,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.896852474359139
165000,3.0,60.0,0.4333333333333333,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.7765935573135265
45000,5.0,34.7,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5122968983492995
105000,2.0,28.0,0.6666666666666666,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.728763601836939
35000,4.0,40.0,0.7142857142857143,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3.667049771804729
80000,4.0,27.0,0.9393939393939394,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.585054614142134
45000,4.0,44.0,0.3529411764705882,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0032921729383393
105000,11.0,42.6,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.728763601836939
47000,4.0,38.0,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2.867133175187848
200000,3.0,55.0,0.3529411764705882,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.2916739684248684
65000,6.0,34.0,0.4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1.7761619375474431
48000,2.0,38.0,0.2941176470588235,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0032921729383393
77000,5.0,41.9,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.2444230135697425
95000,10.0,51.0,0.6363636363636364,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.9179852805670192
60000,11.0,48.0,0.6,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.1566146054799566
38000,6.0,28.4,0.4285714285714285,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.58969924108022
125000,14.0,60.0,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.4035056130681591
65000,8.0,50.0,0.6428571428571429,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.3882932584472103
40000,6.0,59.0,0.0454545454545454,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.29521873384218
40000,12.0,38.1,0.8333333333333334,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.196371657348562
35000,12.0,22.0,0.625,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.234018068180923
70000,6.0,32.0,0.4848484848484848,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.585054614142134
100000,5.0,73.8,0.4117647058823529,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.3487865887645505
95000,9.0,46.0,0.5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2304372380366257
55000,5.0,40.3,0.4444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.0230516255758264
55000,12.0,40.0,0.5294117647058824,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.4744514868990595
92000,4.0,32.4,0.65625,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.585054614142134
45000,6.0,38.5,0.875,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.2343772261176116
95000,21.0,38.0,0.7692307692307693,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.596733711105817
110000,6.0,46.0,0.56,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5785146025168886
90000,3.0,42.0,0.875,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.2916739684248684
55000,4.0,20.0,0.6666666666666666,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2.859798938204179
72000,11.0,29.1,0.1363636363636363,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.7065702710299555
48000,23.0,30.0,0.5555555555555556,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.5588177847536464
86000,4.0,36.2,0.2727272727272727,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.585054614142134
85000,4.0,74.5,0.9411764705882352,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.6258345244317876
48000,19.0,36.0,0.875,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.5064225588908844
62000,12.0,19.7,0.7272727272727273,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9198365766611254
270000,7.0,80.0,0.4,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.2916739684248684
85000,4.0,50.8,0.8787878787878788,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2.687467857310322
140000,9.0,63.0,0.25,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.5952857432074633
48000,14.0,33.0,0.3333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.379258876426831
110000,8.0,54.0,0.6086956521739131,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2.6719647577360597
105000,4.0,37.0,0.2142857142857142,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.5122968983492995
310000,20.0,93.0,0.3125,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.728763601836939
47000,6.0,22.5,0.1764705882352941,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.065047048858294
70000,10.0,46.0,0.3076923076923077,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.9179852805670192
49000,13.0,54.0,0.8571428571428571,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.390633693850007
65000,6.0,35.0,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5588177847536464
85000,4.0,74.0,0.8888888888888888,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.5785146025168886
59000,12.0,23.5,0.5151515151515151,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9198365766611254
45000,8.0,37.0,0.5882352941176471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.178208543716707
65000,5.0,34.5,0.2727272727272727,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.9829837192129056
70000,8.0,35.7,0.0666666666666666,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.2884981651672494
85000,10.0,33.0,0.3157894736842105,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.194882125758077
27000,4.0,24.0,0.2777777777777778,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1.9724386508746818
60000,18.0,35.0,0.1333333333333333,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.4481213553953522
45000,4.0,36.2,0.8888888888888888,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.682648712736458
65000,6.0,53.6,0.1875,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.7386789511231084
170000,9.0,105.0,0.2564102564102564,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.051311211732316
90000,13.0,42.0,0.7575757575757576,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9198365766611254
110000,6.0,74.0,0.7647058823529411,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.3844482958101305
37000,4.0,30.0,0.8636363636363636,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.315543622065185
80000,9.0,65.0,0.8333333333333334,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3.240524298030957
70000,16.0,27.2,0.2142857142857142,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.4955993216425236
70000,7.0,35.5,0.1212121212121212,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.6719647577360597
75000,12.0,45.0,0.4166666666666667,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.1570812224258193
130000,8.0,62.0,0.875,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.001561639318807
105000,5.0,69.8,0.875,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.2548479367839709
49000,23.0,13.0,0.4166666666666667,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9198365766611254
170000,4.0,50.0,0.4838709677419355,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2304372380366257
42000,10.0,30.0,0.3333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.52393204687469
85000,3.0,90.0,0.6,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.6063736174321264
35000,6.0,34.0,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.5740353864490046
80000,7.0,40.0,0.125,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.0402807215503664
40000,6.0,33.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.692177601875485
53000,9.0,43.5,0.6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.178208543716707
68000,4.0,43.0,0.96,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.1570812224258193
65000,6.0,20.0,0.4166666666666667,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.001561639318807
115000,4.0,38.0,0.7647058823529411,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.977372672394821
45000,4.0,37.0,0.7272727272727273,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.7717350556307188
40000,5.0,35.0,0.4285714285714285,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3.5777009226191807
150000,14.0,43.0,0.6341463414634146,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.194882125758077
120000,7.0,82.5,0.5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.9724386508746818
48000,4.0,38.4,0.2857142857142857,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.5064225588908844
100000,8.0,43.0,0.9047619047619048,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2.6719647577360597
95000,7.0,58.0,0.2222222222222222,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.2899151496705055
180000,5.0,55.0,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1.8443399918835868
200000,10.0,60.0,0.5909090909090909,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.0126869001779033
130000,11.0,46.0,0.9444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.194882125758077
65000,6.0,18.2,0.25,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.001561639318807
80000,7.0,44.0,0.8666666666666667,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3.050234188129603
42000,8.0,26.0,0.0833333333333333,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.921453917126181
80000,5.0,56.0,0.1111111111111111,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.621004554995005
45000,7.0,22.0,0.9090909090909092,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.6286035291625303
55000,5.0,40.0,0.7,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.2343772261176116
49000,5.0,33.0,0.7777777777777778,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.251112744470183
48000,11.0,33.3,0.9411764705882352,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.196371657348562
60000,21.0,26.0,0.1818181818181818,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9724386508746818
48000,11.0,36.0,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.585054614142134
90000,7.0,48.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.6719647577360597
100000,5.0,76.0,0.7142857142857143,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.867133175187848
47990,5.0,38.0,0.625,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.8066961779577575
120000,19.0,80.6,0.8125,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.6289158467933826
230000,7.0,100.0,0.7142857142857143,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1.6824356598547503
105000,14.0,45.0,0.28125,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.194882125758077
125000,16.0,50.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.6978457020526032
85000,19.0,31.0,0.7647058823529411,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.6978457020526032
70000,6.0,58.0,0.1111111111111111,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.8560065712165352
45000,15.0,38.0,0.8333333333333334,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3.419101885813621
75000,10.0,42.5,0.48,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.251112744470183
40000,10.0,40.0,0.75,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4.284559778255544
490000,15.0,156.0,0.5,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.8443399918835868
41000,9.0,40.0,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.315543622065185
65000,5.0,34.0,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.596733711105817
39999,10.0,23.0,0.52,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.6289158467933826
110000,9.0,38.0,0.9230769230769232,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.6978457020526032
110000,24.0,60.0,0.2857142857142857,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.3345615745425725
89000,12.0,35.9,0.6923076923076923,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9198365766611254
45000,15.0,32.0,0.3333333333333333,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.2686522099318234
100000,3.0,40.0,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.8443399918835868
165000,8.0,58.0,0.2222222222222222,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.8443399918835868
100000,2.0,62.0,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.2838008910480556
49000,12.0,32.0,0.75,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.518172453806946
90000,5.0,58.0,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.3487865887645505
85000,5.0,72.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3.1570812224258193
235000,5.0,74.0,0.6153846153846154,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.8443399918835868
45000,19.0,17.8,0.8,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.3487865887645505
73000,5.0,59.0,0.4090909090909091,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.921453917126181
90000,5.0,47.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.9970144618802022
45000,4.0,38.0,0.0588235294117647,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.6149646279260073
85000,18.0,69.0,0.6666666666666666,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.776333041425766
135000,12.0,45.0,0.7391304347826086,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.350135808084658
90000,6.0,62.7,0.5833333333333334,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.585054614142134
110000,3.0,56.0,0.2702702702702703,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.8443399918835868
44000,7.0,19.2,0.625,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.7386789511231084
45000,5.0,36.2,0.875,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.692177601875485
129000,11.0,69.5,0.8,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.728763601836939
36000,12.0,14.0,0.5555555555555556,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.5879786514101606
50000,16.0,35.0,0.75,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.2686522099318234
43000,20.0,53.0,0.125,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3.6162431868219413
42000,6.0,40.0,0.2352941176470588,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0032921729383393
30000,17.0,70.0,0.0975609756097561,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.194882125758077
95000,13.0,59.0,0.6111111111111112,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.8359542838056817
49000,19.0,30.2,0.2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.563604316748716
129000,6.0,57.0,0.8181818181818182,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.6289158467933826
100000,8.0,37.7,0.4444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2304372380366257
80000,4.0,48.0,0.72,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.6289158467933826
85000,9.0,33.3,0.8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.6978457020526032
250000,8.0,84.0,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.8443399918835868
85000,12.0,34.0,0.1212121212121212,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.9198365766611254
45000,15.0,38.0,0.5882352941176471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.5064225588908844
85000,10.0,53.0,0.1666666666666666,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2.8578152128843493
45000,5.0,22.8,0.2142857142857142,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.921453917126181
135000,10.0,80.0,0.6470588235294118,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.8443399918835868
85000,12.0,41.3,0.32,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.9198365766611254
140000,5.0,71.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.16477739068659
73000,6.0,60.0,0.7777777777777778,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.823251108963383
90000,11.0,51.3,0.625,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.6978457020526032
55000,4.0,38.2,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.899823112021186
65000,5.0,35.0,0.4117647058823529,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.727189694427213
45000,6.0,38.0,0.9285714285714286,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.71127454833127
80000,6.0,64.5,1.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.727189694427213
30000,11.0,30.0,0.25,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3.2556407035656045
75000,6.0,37.8,0.9411764705882352,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.3882932584472103
68000,7.0,31.8,0.75,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.9855222617009468
53000,15.0,35.0,0.6,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.438463711524543
41000,11.0,38.0,0.9375,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.234018068180923
70000,4.0,54.0,0.9375,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.8560065712165352
45000,6.0,38.0,0.44,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.921453917126181
38000,17.0,35.0,0.2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4.319330929750273
85000,6.0,73.5,0.9545454545454546,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.0685889550222756
47000,16.0,37.7,0.3529411764705882,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.6258345244317876
40000,4.0,16.1,0.1666666666666666,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.52393204687469
39000,16.0,22.3,0.3571428571428571,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.4481213553953522
50000,5.0,29.0,0.4038461538461538,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.5785146025168886
42000,6.0,14.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.5326090540496504
45000,19.0,15.0,0.4,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5122968983492995
48000,9.0,27.7,0.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.196371657348562
40000,4.0,38.0,0.1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.196371657348562
40000,7.0,26.63,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.58969924108022
