price,metro_time,info_total_area,floor_ratio,firt_floor,last_floor,rooms_1,rooms_2,rooms_3,rooms_4,rooms_студия,rent_jkh_включена (без счётчиков),rent_jkh_включена (счётчики включены),rent_prepayment_1 месяц,rent_prepayment_2 месяца,rent_prepayment_3 месяца,rent_term_несколько месяцев,rent_term_от года,rent_living_conditions_можно с детьми,rent_living_conditions_можно с детьми и животными,rent_living_conditions_можно с животными,"rent_living_conditions_ни с детьми, ни с животными",year_built_interval_1890-1917,year_built_interval_1917-1945,year_built_interval_1945-1970,year_built_interval_1970-1990,year_built_interval_1991-2025,year_built_interval_не попал,log_distance
95000,15.0,82.0,0.4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.3487865887645505
160000,8.0,52.0,0.1111111111111111,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.7406812012640966
34000,15.0,37.0,0.1176470588235294,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.4481213553953522
750000,3.0,222.0,0.5066666666666667,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.2916739684248684
37000,10.0,39.0,0.2941176470588235,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.692177601875485
94000,14.0,53.0,0.2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.194882125758077
45000,15.0,51.2,0.1176470588235294,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.4481213553953522
80000,12.0,36.0,0.4242424242424242,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.9198365766611254
239000,9.0,108.0,0.8378378378378378,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.051311211732316
40000,4.0,61.0,0.2941176470588235,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.196371657348562
80000,6.0,54.4,0.4166666666666667,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5326090540496504
29500,6.0,21.0,0.8,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3.6286035291625303
40000,6.0,39.0,0.631578947368421,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0032921729383393
220000,2.0,78.0,0.7096774193548387,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.6289158467933826
30000,12.0,33.4,0.5,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.9198365766611254
85000,21.0,35.0,0.2068965517241379,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.596733711105817
52000,5.0,38.0,0.7647058823529411,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.29521873384218
68900,13.0,42.1,0.64,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5064225588908844
55000,6.0,35.7,0.4285714285714285,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.585054614142134
43000,4.0,21.0,0.5,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.129252661385956
45000,4.0,37.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0032921729383393
46900,13.0,44.0,0.2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2.2183825192034208
150000,18.0,43.0,0.375,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2304372380366257
50000,6.0,30.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.7217755568467665
45000,4.0,38.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.563604316748716
60000,7.0,52.5,0.1666666666666666,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.8359542838056817
45000,5.0,62.0,0.8333333333333334,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.0126869001779033
55000,7.0,42.6,0.7647058823529411,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.495284054860621
55000,6.0,56.4,0.4444444444444444,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.5777009226191807
40000,8.0,38.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.196371657348562
40000,6.0,37.0,0.4444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.928252454516363
130000,12.0,72.0,1.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2.2304372380366257
45000,6.0,44.0,0.1428571428571428,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.563604316748716
50000,5.0,40.0,0.8888888888888888,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.29521873384218
35000,6.0,33.0,0.7777777777777778,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.651003087815347
35000,11.0,22.0,0.3125,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,4.234018068180923
35000,6.0,20.0,0.5263157894736842,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2.921453917126181
380000,20.0,92.0,0.8958333333333334,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1.728763601836939
40000,12.0,49.1,0.8936170212765957,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.4744514868990595
90000,9.0,15.0,0.1666666666666666,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5952857432074633
67000,4.0,24.7,0.1666666666666666,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.6063736174321264
40000,23.0,21.0,0.25,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.9198365766611254
70000,4.0,43.4,0.7647058823529411,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.6289158467933826
50000,3.0,19.7,0.4230769230769231,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.052260943952701
40000,6.0,38.0,0.4736842105263157,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.0032921729383393
70000,5.0,52.0,0.1333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.896852474359139
47000,5.0,47.0,0.9166666666666666,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.495284054860621
60000,1.0,52.0,0.8333333333333334,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.727189694427213
70000,4.0,54.0,0.7647058823529411,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.776333041425766
39700,12.0,30.0,0.1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.2556407035656045
65000,4.0,39.0,0.75,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.49583926979502
210000,15.0,74.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.7423678762259103
35000,6.0,35.4,0.2727272727272727,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.29521873384218
59000,12.0,44.3,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.3345615745425725
80000,6.0,38.3,0.5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.2884981651672494
47000,4.0,38.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.906735308923041
58000,16.0,34.0,0.1111111111111111,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.563604316748716
40000,7.0,11.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.6719647577360597
200000,5.0,72.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.7065702710299555
70000,10.0,23.0,0.2727272727272727,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.8443399918835868
65000,4.0,23.0,0.7272727272727273,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.5122968983492995
49000,9.0,15.0,0.8,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.3844482958101305
51000,22.0,50.1,0.2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.1570812224258193
120000,8.0,45.0,0.6956521739130435,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.3345615745425725
33000,6.0,25.4,0.96875,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.921453917126181
50000,6.0,37.0,0.4166666666666667,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.692177601875485
60000,1.0,40.0,0.9411764705882352,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.727189694427213
40000,4.0,38.0,0.2941176470588235,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0279583657284537
75000,4.0,33.0,0.2777777777777778,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.9724386508746818
50000,5.0,34.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.5588177847536464
45000,5.0,18.0,0.2222222222222222,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5122968983492995
35000,14.0,33.0,0.3333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.419101885813621
95000,6.0,61.5,0.4285714285714285,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.0623083732255583
20000,4.0,50.0,0.7777777777777778,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.9724386508746818
54000,6.0,48.0,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.621004554995005
95000,25.0,50.0,0.9090909090909092,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.4521769266549103
40000,13.0,22.0,0.4090909090909091,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.5064225588908844
55000,13.0,39.0,0.9166666666666666,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.4744514868990595
70000,8.0,38.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.9724386508746818
35000,8.0,42.3,0.2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.5785146025168886
95000,12.0,80.0,0.4117647058823529,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.563604316748716
110000,11.0,54.0,0.2222222222222222,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.4035056130681591
150000,3.0,42.0,0.1333333333333333,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.194882125758077
95000,13.0,50.0,0.8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.1850926909587276
35000,11.0,22.3,0.8,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4.234018068180923
70000,6.0,36.0,0.3181818181818182,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.6719647577360597
57500,3.0,38.0,0.0588235294117647,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.5617416528767465
105000,12.0,48.1,0.9090909090909092,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1.9198365766611254
48000,5.0,40.0,0.8823529411764706,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3.1570812224258193
55000,6.0,23.0,0.4347826086956521,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.16477739068659
90000,21.0,45.8,0.0833333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.2686522099318234
65000,10.0,49.0,0.5294117647058824,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.3319277690185944
37000,17.0,39.1,0.7777777777777778,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3.4481213553953522
46000,6.0,35.0,0.5882352941176471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.6258345244317876
60000,7.0,33.0,0.9285714285714286,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.1850926909587276
48000,7.0,33.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.3319277690185944
100000,6.0,96.0,0.95,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.0685889550222756
100000,5.0,67.0,0.1818181818181818,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5785146025168886
44000,5.0,37.8,0.7058823529411765,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.52393204687469
65000,1.0,19.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.1415583267450655
85000,16.0,56.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.2183825192034208
45000,4.0,40.0,0.8888888888888888,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3.196371657348562
155000,24.0,55.3,0.3061224489795918,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.194882125758077
36500,19.0,14.0,0.2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.5122968983492995
45000,6.0,35.0,0.75,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2.692177601875485
65000,16.0,41.0,0.391304347826087,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.196371657348562
55000,7.0,42.0,0.3333333333333333,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.0427834584251934
90000,10.0,41.0,0.6666666666666666,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.07243920552396604
90000,6.0,63.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.29521873384218
50000,4.0,20.0,0.4545454545454545,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.621004554995005
60000,5.0,26.0,0.7391304347826086,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.29521873384218
60000,4.0,51.0,0.2142857142857142,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.7466827605960122
50000,8.0,35.9,0.2666666666666666,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3.5125469868073584
40000,15.0,15.4,1.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.444444869091684
75000,12.0,33.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1.2916739684248684
85000,5.0,47.0,0.5714285714285714,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.3345615745425725
38000,5.0,14.0,0.0625,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.692177601875485
55000,6.0,22.0,0.125,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.896852474359139
65000,8.0,37.0,0.3846153846153846,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.5064225588908844
70000,3.0,31.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2.2227792364018506
65000,7.0,40.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2.6258345244317876
62000,4.0,21.0,0.7647058823529411,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.621004554995005
45000,7.0,18.0,0.625,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.7386789511231084
78000,9.0,72.0,0.36,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.2838008910480556
55000,2.0,35.0,0.0714285714285714,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.585054614142134
40000,6.0,15.4,0.0588235294117647,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.029246682390647
130000,14.0,45.0,0.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1.4955993216425236
70000,4.0,39.8,0.56,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.052260943952701
55000,19.0,60.0,0.5,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3.6162431868219413
48000,11.0,39.0,0.3571428571428571,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.6286035291625303
38000,5.0,20.3,0.1176470588235294,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3.0999786275606773
60000,5.0,39.0,0.8235294117647058,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.7466827605960122
90000,5.0,85.0,0.3125,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.518172453806946
60000,6.0,25.0,0.782608695652174,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.001561639318807
45000,7.0,34.0,0.5555555555555556,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.823251108963383
38000,6.0,38.9,0.4285714285714285,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3.5777009226191807
75000,2.0,50.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.29521873384218
139000,1.0,65.0,0.8333333333333334,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.0402807215503664
40000,8.0,30.0,0.109090909090909,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.2916739684248684
70000,6.0,55.0,0.24,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.29521873384218
76000,15.0,40.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1.6978457020526032
43000,4.0,20.0,0.4444444444444444,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2.5122968983492995
110000,10.0,40.0,0.1956521739130435,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.2916739684248684
58000,5.0,57.0,0.375,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3.2343772261176116
120000,8.0,52.0,0.7777777777777778,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.680585211584319
125000,13.0,48.0,0.28,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.7406812012640966
80000,6.0,40.0,0.8636363636363636,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.6719647577360597
48000,4.0,20.0,0.6363636363636364,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.585054614142134
210000,5.0,102.6,0.5555555555555556,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.6824356598547503
125000,8.0,77.0,0.4166666666666667,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.2916739684248684
65000,5.0,64.0,0.6923076923076923,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.867133175187848
65000,12.0,57.0,0.5,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.444444869091684
99000,12.0,51.6,0.2333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.319695492643882
80000,3.0,60.0,0.1363636363636363,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.680585211584319
65000,7.0,40.2,0.3461538461538461,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.5122968983492995
45000,6.0,15.0,0.7777777777777778,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2.449005821528548
100000,8.0,39.3,0.1666666666666666,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2.5785146025168886
46000,7.0,40.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2.5773409009391592
110000,24.0,42.0,0.1632653061224489,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.194882125758077
43000,5.0,28.0,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.896852474359139
119000,3.0,79.0,0.1363636363636363,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2.680585211584319
58900,6.0,26.0,0.9230769230769232,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.5122968983492995
78000,15.0,45.0,0.8695652173913043,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.196371657348562
45000,5.0,50.0,0.9166666666666666,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3.651003087815347
50000,6.0,55.0,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2.621004554995005
60000,5.0,50.0,0.2777777777777778,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.29521873384218
70000,7.0,26.8,0.375,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.2444230135697425
35000,5.0,57.0,0.8518518518518519,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.7065702710299555
70000,4.0,25.4,0.1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1.7765935573135265
45000,5.0,40.0,0.6666666666666666,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.2232075474310924
55000,9.0,25.0,0.24,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.5326090540496504
70000,5.0,38.0,0.7727272727272727,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2.9829837192129056
80000,6.0,72.0,0.56,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.5064225588908844
49000,7.0,20.0,0.8823529411764706,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.4521769266549103
35000,21.0,36.0,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3.975144550126586
230000,13.0,69.5,0.4772727272727273,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1.2916739684248684
87000,10.0,33.0,0.2666666666666666,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.8443399918835868
60000,20.0,39.0,0.2222222222222222,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2.3487865887645505
50000,5.0,38.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3.29521873384218
49000,9.0,40.0,0.5833333333333334,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2.5391112416063333
95000,21.0,55.0,0.3529411764705882,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.2686522099318234
30000,12.0,66.8,0.875,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3.2232075474310924
