price,metro_time,info_total_area,floor_ratio,firt_floor,last_floor,rooms_1,rooms_2,rooms_3,rooms_4,rooms_студия,rent_jkh_включена (без счётчиков),rent_jkh_включена (счётчики включены),rent_prepayment_1 месяц,rent_prepayment_2 месяца,rent_prepayment_3 месяца,rent_term_несколько месяцев,rent_term_от года,rent_living_conditions_можно с детьми,rent_living_conditions_можно с детьми и животными,rent_living_conditions_можно с животными,"rent_living_conditions_ни с детьми, ни с животными",year_built_interval_1890-1917,year_built_interval_1917-1945,year_built_interval_1945-1970,year_built_interval_1970-1990,year_built_interval_1991-2025,year_built_interval_не попал,distance
30000,12.0,33.4,0.5,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6.819843856562721
85000,21.0,35.0,0.2068965517241379,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13.41983331876094
52000,5.0,38.0,0.7647058823529411,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,26.983315588738822
68900,13.0,42.1,0.64,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,12.260988543825173
55000,6.0,35.7,0.4285714285714285,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,13.264013472904164
43000,4.0,21.0,0.5,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,22.856891320411307
45000,4.0,37.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.15177095141328
46900,13.0,44.0,0.2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9.1924502228404
150000,18.0,43.0,0.375,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,9.303933223759357
50000,6.0,30.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.20729971297864
45000,4.0,38.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.982526224837194
60000,7.0,52.5,0.1666666666666666,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,17.046659892505946
55000,7.0,42.6,0.7647058823529411,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,32.95964897191505
55000,6.0,56.4,0.4444444444444444,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,35.79115953752135
40000,8.0,38.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,24.44367906010861
40000,6.0,37.0,0.4444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,18.694931690226603
130000,12.0,72.0,1.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,9.303933223759357
45000,6.0,44.0,0.1428571428571428,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.982526224837194
50000,5.0,40.0,0.8888888888888888,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,26.983315588738822
35000,6.0,33.0,0.7777777777777778,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38.513278880538216
35000,6.0,20.0,0.5263157894736842,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,18.568264561609062
380000,20.0,92.0,0.8958333333333334,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5.633684123899752
40000,12.0,49.1,0.8936170212765957,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11.875191628164105
67000,4.0,24.7,0.1666666666666666,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,13.549824801074596
40000,23.0,21.0,0.25,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6.819843856562721
70000,4.0,43.4,0.7647058823529411,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.858736760589426
50000,3.0,19.7,0.4230769230769231,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,21.16313904294096
40000,6.0,38.0,0.4736842105263157,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20.15177095141328
70000,5.0,52.0,0.1333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,18.11703171139526
47000,5.0,47.0,0.9166666666666666,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,32.95964897191505
60000,1.0,52.0,0.8333333333333334,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,15.289857413559488
70000,4.0,54.0,0.7647058823529411,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,16.060021406503104
39700,12.0,30.0,0.1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,25.936226644601035
65000,4.0,39.0,0.75,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,12.131911193705118
210000,15.0,74.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.710850011367745
35000,6.0,35.4,0.2727272727272727,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,26.983315588738822
59000,12.0,44.3,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10.32493222377824
80000,6.0,38.3,0.5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,9.860118286719189
47000,4.0,38.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18.29696700945212
58000,16.0,34.0,0.1111111111111111,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,12.982526224837194
40000,7.0,11.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14.46836812335652
200000,5.0,72.0,0.3333333333333333,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14.97781746726349
70000,10.0,23.0,0.2727272727272727,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6.323924571169786
65000,4.0,23.0,0.7272727272727273,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12.333225717738785
49000,9.0,15.0,0.8,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.853073326873588
51000,22.0,50.1,0.2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,23.5018989066951
120000,8.0,45.0,0.6956521739130435,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10.32493222377824
33000,6.0,25.4,0.96875,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18.568264561609062
50000,6.0,37.0,0.4166666666666667,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14.763790599357968
60000,1.0,40.0,0.9411764705882352,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,15.289857413559488
40000,4.0,38.0,0.2941176470588235,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.65501951649996
75000,4.0,33.0,0.2777777777777778,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7.188184604251307
50000,5.0,34.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,12.920533431289195
45000,5.0,18.0,0.2222222222222222,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.333225717738785
35000,14.0,33.0,0.3333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,30.541972520844485
95000,6.0,61.5,0.4285714285714285,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,21.3768459905657
54000,6.0,48.0,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,13.749528807707058
95000,25.0,50.0,0.9090909090909092,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,11.613601178662336
40000,13.0,22.0,0.4090909090909091,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12.260988543825173
55000,13.0,39.0,0.9166666666666666,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11.875191628164105
70000,8.0,38.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7.188184604251307
35000,8.0,42.3,0.2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13.177549715766023
110000,11.0,54.0,0.2222222222222222,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4.069440875816483
150000,3.0,42.0,0.1333333333333333,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8.978942608385458
95000,13.0,50.0,0.8,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8.891472674303182
70000,6.0,36.0,0.3181818181818182,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14.46836812335652
57500,3.0,38.0,0.0588235294117647,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,12.958366649840224
105000,12.0,48.1,0.9090909090909092,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6.819843856562721
48000,5.0,40.0,0.8823529411764706,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,23.5018989066951
55000,6.0,23.0,0.4347826086956521,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8.712662181211511
90000,21.0,45.8,0.0833333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9.666363801341392
65000,10.0,49.0,0.5294117647058824,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,10.297774140506904
37000,17.0,39.1,0.7777777777777778,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,31.4412698191543
46000,6.0,35.0,0.5882352941176471,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,13.81609924880014
60000,7.0,33.0,0.9285714285714286,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,8.891472674303182
48000,7.0,33.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.297774140506904
100000,5.0,67.0,0.1818181818181818,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.177549715766023
44000,5.0,37.8,0.7058823529411765,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12.477562693519246
65000,1.0,19.0,0.8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8.512692855165648
85000,16.0,56.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9.1924502228404
45000,4.0,40.0,0.8888888888888888,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,24.44367906010861
155000,24.0,55.3,0.3061224489795918,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8.978942608385458
36500,19.0,14.0,0.2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12.333225717738785
45000,6.0,35.0,0.75,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14.763790599357968
65000,16.0,41.0,0.391304347826087,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24.44367906010861
55000,7.0,42.0,0.3333333333333333,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.963513168854018
90000,10.0,41.0,0.6666666666666666,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.9301222912388054
90000,6.0,63.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,26.983315588738822
50000,4.0,20.0,0.4545454545454545,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.749528807707058
60000,5.0,26.0,0.7391304347826086,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,26.983315588738822
60000,4.0,51.0,0.2142857142857142,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,15.590827500596085
50000,8.0,35.9,0.2666666666666666,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,33.53356866471537
40000,15.0,15.4,1.0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11.524150410724555
75000,12.0,33.0,0.2222222222222222,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3.638872818425967
85000,5.0,47.0,0.5714285714285714,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10.32493222377824
38000,5.0,14.0,0.0625,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.763790599357968
55000,6.0,22.0,0.125,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,18.11703171139526
65000,8.0,37.0,0.3846153846153846,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12.260988543825173
65000,7.0,40.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,13.81609924880014
62000,4.0,21.0,0.7647058823529411,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,13.749528807707058
45000,7.0,18.0,0.625,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,15.46653953983512
78000,9.0,72.0,0.36,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9.81391121687629
55000,2.0,35.0,0.0714285714285714,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,13.264013472904164
40000,6.0,15.4,0.0588235294117647,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20.681646870850216
130000,14.0,45.0,0.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4.462009930781851
70000,4.0,39.8,0.56,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,21.16313904294096
55000,19.0,60.0,0.5,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,37.19756071017209
48000,11.0,39.0,0.3571428571428571,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,37.660188523928376
38000,5.0,20.3,0.1176470588235294,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,22.197476862144548
60000,5.0,39.0,0.8235294117647058,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,15.590827500596085
60000,6.0,25.0,0.782608695652174,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,7.400604154065219
45000,7.0,34.0,0.5555555555555556,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,16.831482801119044
38000,6.0,38.9,0.4285714285714285,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,35.79115953752135
75000,2.0,50.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,26.983315588738822
139000,1.0,65.0,0.8333333333333334,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2.830011348026225
40000,8.0,30.0,0.109090909090909,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3.638872818425967
70000,6.0,55.0,0.24,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,26.983315588738822
76000,15.0,40.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5.4621675712744
43000,4.0,20.0,0.4444444444444444,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,12.333225717738785
110000,10.0,40.0,0.1956521739130435,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.638872818425967
58000,5.0,57.0,0.375,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,25.390554279932065
120000,8.0,52.0,0.7777777777777778,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14.593631159420577
125000,13.0,48.0,0.28,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5.701225782397555
80000,6.0,40.0,0.8636363636363636,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14.46836812335652
48000,4.0,20.0,0.6363636363636364,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13.264013472904164
125000,8.0,77.0,0.4166666666666667,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.638872818425967
65000,5.0,64.0,0.6923076923076923,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,17.586528365784165
65000,12.0,57.0,0.5,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.524150410724555
99000,12.0,51.6,0.2333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,10.17257621011412
80000,3.0,60.0,0.1363636363636363,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,14.593631159420577
65000,7.0,40.2,0.3461538461538461,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12.333225717738785
45000,6.0,15.0,0.7777777777777778,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,11.576831559405864
100000,8.0,39.3,0.1666666666666666,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.177549715766023
46000,7.0,40.0,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13.162092277858134
110000,24.0,42.0,0.1632653061224489,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8.978942608385458
43000,5.0,28.0,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18.11703171139526
119000,3.0,79.0,0.1363636363636363,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,14.593631159420577
58900,6.0,26.0,0.9230769230769232,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12.333225717738785
78000,15.0,45.0,0.8695652173913043,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24.44367906010861
45000,5.0,50.0,0.9166666666666666,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,38.513278880538216
50000,6.0,55.0,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13.749528807707058
60000,5.0,50.0,0.2777777777777778,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,26.983315588738822
70000,7.0,26.8,0.375,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.4709315410664345
70000,4.0,25.4,0.1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5.90969106811716
45000,5.0,40.0,0.6666666666666666,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,25.108527950859152
55000,9.0,25.0,0.24,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12.58630167675604
70000,5.0,38.0,0.7727272727272727,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,19.7466472849559
80000,6.0,72.0,0.56,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,12.260988543825173
49000,7.0,20.0,0.8823529411764706,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.613601178662336
35000,21.0,36.0,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,53.25781477322552
230000,13.0,69.5,0.4772727272727273,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3.638872818425967
87000,10.0,33.0,0.2666666666666666,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6.323924571169786
60000,20.0,39.0,0.2222222222222222,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10.472854132794726
50000,5.0,38.0,0.8823529411764706,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,26.983315588738822
49000,9.0,40.0,0.5833333333333334,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,12.668406813128424
95000,21.0,55.0,0.3529411764705882,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,9.666363801341392
80000,10.0,33.0,0.8571428571428571,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8.891472674303182
60000,7.0,20.0,0.696969696969697,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,14.46836812335652
44000,4.0,38.0,0.25,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18.11703171139526
165000,3.0,60.0,0.4333333333333333,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5.90969106811716
45000,5.0,34.7,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12.333225717738785
105000,2.0,28.0,0.6666666666666666,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.633684123899752
35000,4.0,40.0,0.7142857142857143,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,39.13627443433372
80000,4.0,27.0,0.9393939393939394,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13.264013472904164
45000,4.0,44.0,0.3529411764705882,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.15177095141328
105000,11.0,42.6,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5.633684123899752
47000,4.0,38.0,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,17.586528365784165
200000,3.0,55.0,0.3529411764705882,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.638872818425967
65000,6.0,34.0,0.4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,5.907140879036312
48000,2.0,38.0,0.2941176470588235,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20.15177095141328
77000,5.0,41.9,1.0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3.4709315410664345
95000,10.0,51.0,0.6363636363636364,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18.50396957274837
60000,11.0,48.0,0.6,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.641832070030217
38000,6.0,28.4,0.4285714285714285,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,36.2231798435708
125000,14.0,60.0,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4.069440875816483
65000,8.0,50.0,0.6428571428571429,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.894883315726426
40000,12.0,38.1,0.8333333333333334,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,24.44367906010861
70000,6.0,32.0,0.4848484848484848,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,13.264013472904164
100000,5.0,73.8,0.4117647058823529,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,10.472854132794726
95000,9.0,46.0,0.5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,9.303933223759357
55000,5.0,40.3,0.4444444444444444,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.55391894284934
55000,12.0,40.0,0.5294117647058824,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11.875191628164105
92000,4.0,32.4,0.65625,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13.264013472904164
