district,area,price,rooms,metro_time,info_total_area,rent_jkh,rent_prepayment,rent_term,rent_living_conditions,floor_ratio,last_floor,year_built_interval
НАО (Новомосковский),Сосенское поселение,60000,студия,5.0,34.5,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.3,0,1991-2025
СВАО,р-н Алексеевский,60000,2,5.0,39.5,включена (счётчики включены),1 месяц,от года,можно с детьми,0.2222222222222222,0,1945-1970
ЮАО,р-н Бирюлево Восточное,60000,2,5.0,45.6,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6666666666666666,0,1970-1990
ЗАО,р-н Тропарево-Никулино,60000,1,4.0,45.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.08333333333333333,0,1970-1990
ЮВАО,р-н Нижегородский,60000,2,2.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8888888888888888,0,1945-1970
ЮАО,р-н Бирюлево Западное,60000,3,8.0,67.0,включена (счётчики включены),2 месяца,несколько месяцев,можно с детьми и животными,0.5,0,не попал
ЮАО,р-н Орехово-Борисово Южное,60000,1,12.0,38.1,включена (без счётчиков),1 месяц,от года,можно с детьми,0.35294117647058826,0,1970-1990
СЗАО,р-н Митино,60000,1,8.0,40.0,включена (без счётчиков),1 месяц,от года,можно с животными,0.3,0,1991-2025
ЮВАО,р-н Текстильщики,60000,студия,21.0,25.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.11764705882352941,0,не попал
ЮВАО,р-н Нижегородский,60000,студия,23.0,20.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,1991-2025
СЗАО,р-н Северное Тушино,60000,1,6.0,32.5,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,1945-1970
САО,р-н Молжаниновский,60000,2,5.0,33.7,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9411764705882353,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,60000,студия,4.0,20.2,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.7575757575757576,0,1991-2025
ЮЗАО,р-н Обручевский,60000,1,15.0,52.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.625,0,не попал
ЮВАО,р-н Люблино,60000,1,6.0,38.2,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7058823529411765,0,1970-1990
ВАО,р-н Гольяново,60000,1,5.0,42.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8571428571428571,0,1970-1990
СЗАО,р-н Куркино,60000,1,9.0,45.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми и животными,0.3333333333333333,0,1991-2025
СЗАО,р-н Южное Тушино,60000,1,7.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6666666666666666,0,1970-1990
ВАО,р-н Ивановское,60000,2,21.0,37.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.8888888888888888,0,1970-1990
НАО (Новомосковский),Филимонковское поселение,60000,1,11.0,40.9,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,не попал
НАО (Новомосковский),Десеновское поселение,60000,1,16.0,45.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.25,0,1991-2025
САО,р-н Дмитровский,60000,студия,5.0,28.0,включена (счётчики включены),1 месяц,от года,можно с животными,0.2222222222222222,0,не попал
НАО (Новомосковский),ул. Аэростатная,60000,2,6.0,34.4,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.26666666666666666,0,1991-2025
СЗАО,р-н Северное Тушино,60000,2,6.0,47.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.75,0,1970-1990
НАО (Новомосковский),Новомосковский административный округ,60000,1,6.0,34.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.23529411764705882,0,1991-2025
ВАО,р-н Перово,60000,2,8.0,45.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.2,0,1945-1970
ЮВАО,р-н Нижегородский,60000,2,13.0,35.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.4,0,1945-1970
НАО (Новомосковский),Сосенское поселение,60000,студия,6.0,29.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.07142857142857142,0,1991-2025
ЮВАО,р-н Некрасовка,60000,1,8.0,38.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми,0.5882352941176471,0,1991-2025
НАО (Новомосковский),Сосенское поселение,60000,1,5.0,46.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.8235294117647058,0,1991-2025
СВАО,р-н Бибирево,60000,1,3.0,38.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.7272727272727273,0,1970-1990
ЮВАО,р-н Рязанский,61000,3,8.0,54.0,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,1945-1970
СВАО,р-н Лосиноостровский,62000,1,5.0,42.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.35294117647058826,0,не попал
ЮВАО,р-н Печатники,62000,2,5.0,44.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.7777777777777778,0,не попал
ЮВАО,р-н Нижегородский,62000,1,13.0,35.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6060606060606061,0,1991-2025
ЮАО,р-н Орехово-Борисово Южное,62000,1,4.0,29.0,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,1991-2025
ЮЗАО,р-н Южное Бутово,62000,студия,11.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3333333333333333,0,1991-2025
СВАО,р-н Алтуфьевский,62000,2,6.0,46.7,включена (без счётчиков),1 месяц,от года,можно с детьми,0.08333333333333333,0,1970-1990
ВАО,р-н Северное Измайлово,61000,2,6.0,52.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.8333333333333334,0,1945-1970
ВАО,р-н Косино-Ухтомский,60000,2,7.0,54.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.2857142857142857,0,1991-2025
НАО (Новомосковский),Щербинка,60000,2,10.0,65.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9444444444444444,0,1991-2025
ВАО,р-н Богородское,60000,1,5.0,35.0,включена (без счётчиков),1 месяц,от года,можно с животными,0.3333333333333333,0,не попал
СВАО,р-н Ярославский,60000,1,9.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6666666666666666,0,1970-1990
ЮВАО,р-н Нижегородский,60000,студия,12.0,20.3,включена (без счётчиков),2 месяца,несколько месяцев,"ни с детьми, ни с животными",0.18181818181818182,0,не попал
СВАО,р-н Останкинский,60000,1,4.0,38.2,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.8636363636363636,0,не попал
СВАО,р-н Отрадное,60000,1,7.0,37.8,включена (счётчики включены),1 месяц,от года,можно с детьми,0.35294117647058826,0,1991-2025
НАО (Новомосковский),бул. Веласкеса,60000,1,6.0,30.7,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7333333333333333,0,не попал
ВАО,р-н Измайлово,60000,2,5.0,43.6,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.4,0,не попал
ЮАО,р-н Бирюлево Восточное,60000,2,9.0,43.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.8888888888888888,0,1970-1990
ЮВАО,р-н Некрасовка,60000,1,5.0,42.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.14814814814814814,0,1991-2025
ВАО,р-н Новокосино,62000,2,4.0,43.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.8571428571428571,0,не попал
НАО (Новомосковский),Сосенское поселение,62000,1,10.0,38.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.5,0,1991-2025
ВАО,р-н Метрогородок,63000,1,23.0,32.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6470588235294118,0,не попал
ЮАО,р-н Чертаново Южное,63000,2,10.0,47.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5,0,1970-1990
НАО (Новомосковский),Внуковское поселение,63000,1,6.0,42.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.4444444444444444,0,1991-2025
ЮАО,р-н Чертаново Северное,63000,1,5.0,32.7,включена (без счётчиков),1 месяц,от года,можно с детьми,0.16666666666666666,0,1970-1990
СЗАО,р-н Митино,63000,1,6.0,40.0,включена (без счётчиков),2 месяца,от года,"ни с детьми, ни с животными",0.88,0,1991-2025
ВАО,р-н Сокольники,63000,1,11.0,38.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6666666666666666,0,1945-1970
ВАО,р-н Соколиная гора,63000,студия,6.0,25.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.4166666666666667,0,не попал
ЮАО,р-н Царицыно,64000,2,5.0,44.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,не попал
ВАО,р-н Преображенское,64000,2,12.0,40.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми и животными,0.8333333333333334,0,1945-1970
ЮЗАО,р-н Северное Бутово,63000,1,5.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,1.0,1,1991-2025
ЗАО,р-н Проспект Вернадского,63000,студия,10.0,18.5,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.6,0,не попал
ЮВАО,р-н Текстильщики,63000,студия,3.0,20.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.47619047619047616,0,1991-2025
ВАО,р-н Метрогородок,63000,2,7.0,41.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.4,0,1945-1970
ЮАО,р-н Чертаново Центральное,63000,1,4.0,45.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3333333333333333,0,1970-1990
ЮАО,р-н Нагатино-Садовники,63000,студия,6.0,21.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.3076923076923077,0,1991-2025
ВАО,р-н Богородское,63000,студия,5.0,25.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.20689655172413793,0,1991-2025
ВАО,р-н Северное Измайлово,63000,2,5.0,44.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1945-1970
САО,р-н Аэропорт,63000,студия,4.0,16.2,включена (без счётчиков),1 месяц,от года,можно с животными,0.8,0,не попал
ЮВАО,р-н Нижегородский,63000,студия,12.0,19.8,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.23076923076923078,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,63000,студия,4.0,24.1,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.78125,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,63000,1,6.0,31.8,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.48484848484848486,0,не попал
ЮВАО,р-н Нижегородский,62500,студия,12.0,25.4,включена (без счётчиков),1 месяц,от года,можно с детьми,0.7575757575757576,0,1991-2025
ЗАО,р-н Раменки,62000,1,7.0,38.0,включена (счётчики включены),2 месяца,от года,можно с детьми,0.52,0,1970-1990
ЗАО,р-н Очаково-Матвеевское,64000,студия,7.0,22.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,не попал
СВАО,р-н Марфино,64900,студия,2.0,20.0,включена (без счётчиков),2 месяца,от года,можно с детьми,1.0,1,не попал
ЮАО,р-н Чертаново Южное,64999,1,6.0,41.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.52,0,не попал
ЮЗАО,р-н Обручевский,64500,1,11.0,37.0,включена (без счётчиков),2 месяца,от года,можно с детьми и животными,0.4375,0,1970-1990
ЮЗАО,р-н Теплый Стан,65000,2,9.0,44.3,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4444444444444444,0,1970-1990
ВАО,р-н Гольяново,65000,студия,5.0,20.0,включена (счётчики включены),1 месяц,несколько месяцев,можно с детьми,0.8148148148148148,0,не попал
НАО (Новомосковский),Внуковское поселение,65000,2,7.0,45.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.125,0,1991-2025
ЮВАО,р-н Выхино-Жулебино,65000,2,7.0,45.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми и животными,1.0,1,1970-1990
ЮВАО,р-н Рязанский,65000,студия,10.0,33.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.9393939393939394,0,1991-2025
САО,р-н Головинский,65000,студия,4.0,25.7,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.9393939393939394,0,не попал
ВАО,р-н Соколиная гора,65000,студия,6.0,25.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.5833333333333334,0,не попал
ЦАО,р-н Таганский,65000,студия,7.0,25.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.5,0,1991-2025
ЮВАО,р-н Люблино,65000,2,16.0,42.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4,0,1945-1970
СВАО,р-н Свиблово,65000,1,5.0,22.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.75,0,1991-2025
НАО (Новомосковский),бул. Скандинавский,65000,1,5.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.875,0,1991-2025
ВАО,р-н Соколиная гора,65000,1,14.0,36.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.3181818181818182,0,1991-2025
ЮВАО,р-н Лефортово,65000,студия,9.0,32.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.7,0,1991-2025
СЗАО,р-н Хорошево-Мневники,65000,2,23.0,57.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.08695652173913043,0,не попал
САО,р-н Бескудниковский,65000,2,4.0,63.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6428571428571429,0,1991-2025
ВАО,р-н Преображенское,65000,1,4.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6428571428571429,0,1970-1990
СВАО,р-н Свиблово,64500,студия,6.0,23.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.20754716981132076,0,1991-2025
СЗАО,р-н Северное Тушино,64999,1,4.0,50.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.48,0,1991-2025
ЮВАО,р-н Нижегородский,64999,студия,12.0,27.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.39285714285714285,0,1991-2025
НАО (Новомосковский),Сосенское поселение,64900,1,4.0,34.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8823529411764706,0,1991-2025
СЗАО,р-н Хорошево-Мневники,64000,1,5.0,31.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,1945-1970
СЗАО,р-н Щукино,65000,студия,8.0,27.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6428571428571429,0,не попал
СВАО,р-н Северное Медведково,65000,2,5.0,51.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми и животными,0.17647058823529413,0,не попал
ЮАО,р-н Чертаново Южное,65000,1,4.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.6956521739130435,0,1991-2025
НАО (Новомосковский),Щербинка,65000,2,9.0,67.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.3125,0,1991-2025
НАО (Новомосковский),Коммунарка поселок,65000,1,5.0,45.0,включена (счётчики включены),1 месяц,от года,можно с детьми и животными,0.5384615384615384,0,1991-2025
ЦАО,р-н Таганский,65000,студия,8.0,27.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.125,0,не попал
ЮЗАО,р-н Зюзино,65000,1,4.0,32.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.6,0,1945-1970
СВАО,р-н Бабушкинский,65000,студия,9.0,23.2,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.56,0,1991-2025
СЗАО,р-н Покровское-Стрешнево,65000,студия,8.0,30.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.84,0,1991-2025
ЗАО,р-н Крылатское,65000,1,8.0,39.0,включена (счётчики включены),1 месяц,от года,можно с детьми,1.0,1,1970-1990
ЮЗАО,р-н Коньково,65000,2,12.0,58.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8333333333333334,0,1970-1990
ЮАО,р-н Чертаново Центральное,65000,2,6.0,40.6,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.041666666666666664,0,1991-2025
ЮВАО,р-н Текстильщики,65000,1,11.0,35.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.6666666666666666,0,не попал
ЮВАО,р-н Текстильщики,65000,1,8.0,39.2,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8571428571428571,0,1991-2025
ВАО,р-н Метрогородок,65000,2,24.0,35.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.21875,0,не попал
ЦАО,р-н Басманный,65000,1,5.0,34.1,включена (счётчики включены),1 месяц,от года,можно с детьми и животными,0.5625,0,1970-1990
СВАО,р-н Лианозово,65000,1,4.0,39.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3125,0,1970-1990
ВАО,р-н Перово,65500,1,2.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7058823529411765,0,не попал
ЮЗАО,р-н Котловка,65000,студия,12.0,26.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с животными,1.0,1,не попал
СВАО,р-н Лосиноостровский,65000,3,5.0,56.6,включена (без счётчиков),1 месяц,от года,можно с детьми,0.1111111111111111,0,1970-1990
ВАО,р-н Богородское,65000,1,7.0,42.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.6875,0,1991-2025
ВАО,р-н Преображенское,65000,2,3.0,45.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6,0,не попал
НАО (Новомосковский),Сосенское поселение,65000,2,11.0,37.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.4666666666666667,0,1991-2025
САО,р-н Восточное Дегунино,65000,2,11.0,55.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.5294117647058824,0,1991-2025
СЗАО,р-н Строгино,65000,2,18.0,54.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6875,0,1970-1990
ВАО,р-н Соколиная гора,65000,1,6.0,51.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5294117647058824,0,1991-2025
САО,р-н Западное Дегунино,65000,1,6.0,27.7,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.5757575757575758,0,не попал
ЮВАО,р-н Люблино,65000,студия,15.0,27.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.35714285714285715,0,1991-2025
ЮЗАО,р-н Академический,65000,студия,7.0,19.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2,0,1945-1970
СВАО,р-н Марфино,65000,1,7.0,36.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.2,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,65000,1,16.0,39.8,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.47058823529411764,0,не попал
САО,р-н Западное Дегунино,65000,1,6.0,37.9,включена (счётчики включены),1 месяц,от года,можно с детьми,0.9411764705882353,0,1991-2025
ЮЗАО,р-н Зюзино,65000,1,12.0,39.0,включена (без счётчиков),2 месяца,от года,можно с детьми и животными,0.47058823529411764,0,1991-2025
ЗелАО,р-н Силино,65000,3,13.0,63.5,включена (счётчики включены),1 месяц,от года,можно с детьми,0.5,0,1970-1990
ЮАО,р-н Даниловский,65000,1,17.0,32.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.8,0,1890-1917
ЮВАО,р-н Рязанский,65000,1,8.0,42.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8484848484848485,0,не попал
СЗАО,р-н Северное Тушино,65000,1,7.0,40.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.7647058823529411,0,1945-1970
СВАО,р-н Бибирево,65000,3,6.0,59.5,включена (без счётчиков),1 месяц,от года,можно с детьми,0.7777777777777778,0,не попал
ЮАО,р-н Бирюлево Восточное,65000,1,6.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8,0,1991-2025
САО,р-н Молжаниновский,65000,2,7.0,59.5,включена (счётчики включены),1 месяц,от года,можно с детьми,0.4,0,1991-2025
ЮЗАО,р-н Черемушки,65000,1,6.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.5,0,не попал
ЦАО,р-н Таганский,65000,студия,7.0,26.5,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.375,0,1991-2025
ЗАО,р-н Кунцево,65000,2,10.0,52.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6,0,1991-2025
ЮВАО,р-н Марьино,65000,1,5.0,38.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9047619047619048,0,1991-2025
ЗАО,р-н Солнцево,65000,1,7.0,38.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.35,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,65000,студия,4.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.9393939393939394,0,1991-2025
СЗАО,р-н Митино,65000,1,8.0,42.4,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.36,0,не попал
ВАО,р-н Соколиная гора,65000,студия,6.0,19.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.125,0,не попал
ЗАО,р-н Солнцево,65000,3,4.0,52.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5555555555555556,0,1970-1990
ЮАО,р-н Бирюлево Восточное,65000,2,4.0,52.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",1.0,1,1991-2025
САО,р-н Головинский,65000,студия,4.0,29.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.9523809523809523,0,не попал
ЗАО,р-н Кунцево,65000,1,9.0,38.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.9166666666666666,0,1970-1990
СЗАО,р-н Митино,65000,1,6.0,32.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9375,0,1991-2025
НАО (Новомосковский),просп. Нововатутинский,65000,3,15.0,75.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.5,0,1991-2025
ЮАО,р-н Нагатинский затон,65000,1,10.0,38.9,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.25,0,1970-1990
ЮЗАО,р-н Ломоносовский,65000,1,10.0,35.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.375,0,1945-1970
НАО (Новомосковский),Филимонковское поселение,65000,3,12.0,66.0,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,1991-2025
ЗАО,р-н Кунцево,65000,студия,5.0,25.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.45,0,не попал
ЮВАО,р-н Нижегородский,65000,студия,12.0,23.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.75,0,1991-2025
НАО (Новомосковский),ул. Саларьевская,65000,1,4.0,39.0,включена (без счётчиков),1 месяц,от года,можно с детьми,1.0,1,не попал
САО,р-н Бескудниковский,65000,1,3.0,38.1,включена (счётчики включены),1 месяц,от года,можно с детьми,0.4117647058823529,0,1991-2025
ЮВАО,р-н Выхино-Жулебино,65000,2,9.0,50.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",1.0,1,не попал
ЮВАО,р-н Выхино-Жулебино,65000,2,5.0,40.0,включена (счётчики включены),2 месяца,от года,можно с детьми и животными,0.3333333333333333,0,1945-1970
ЮВАО,р-н Нижегородский,65000,студия,12.0,26.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.21875,0,1991-2025
САО,р-н Западное Дегунино,65000,2,8.0,60.0,включена (счётчики включены),1 месяц,от года,можно с детьми и животными,1.0,1,1991-2025
САО,р-н Головинский,65000,2,12.0,43.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.8,0,1945-1970
ВАО,р-н Метрогородок,65000,студия,6.0,27.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.36,0,1991-2025
ЮАО,р-н Чертаново Южное,65000,2,8.0,52.3,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми и животными,0.5,0,не попал
СЗАО,р-н Хорошево-Мневники,65000,1,5.0,31.9,включена (без счётчиков),1 месяц,от года,можно с детьми,0.3333333333333333,0,1945-1970
ЮАО,р-н Царицыно,65000,1,13.0,36.5,включена (без счётчиков),2 месяца,от года,"ни с детьми, ни с животными",0.16666666666666666,0,1970-1990
СВАО,р-н Северное Медведково,65000,1,2.0,33.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5555555555555556,0,1945-1970
ЗАО,р-н Очаково-Матвеевское,65000,студия,4.0,20.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5151515151515151,0,не попал
САО,р-н Хорошевский,65000,1,10.0,38.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.058823529411764705,0,не попал
ЮВАО,р-н Нижегородский,65000,студия,12.0,23.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.12121212121212122,0,1991-2025
НАО (Новомосковский),Родниковая ул.,65000,студия,5.0,36.0,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.18181818181818182,0,1991-2025
НАО (Новомосковский),Сосенское поселение,65000,2,11.0,59.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми и животными,0.5333333333333333,0,1991-2025
ЮАО,р-н Нагатино-Садовники,65000,1,6.0,33.4,включена (без счётчиков),1 месяц,от года,можно с детьми и животными,0.5555555555555556,0,1945-1970
ЮВАО,р-н Рязанский,65000,2,5.0,56.3,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.8,0,1945-1970
ЮВАО,р-н Южнопортовый,65000,студия,5.0,24.6,включена (счётчики включены),2 месяца,несколько месяцев,"ни с детьми, ни с животными",0.1,0,1991-2025
САО,р-н Ховрино,65000,2,13.0,53.5,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.23529411764705882,0,1991-2025
САО,р-н Хорошевский,65000,студия,10.0,12.9,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",1.0,1,не попал
ЗАО,р-н Очаково-Матвеевское,65000,студия,7.0,22.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5454545454545454,0,1991-2025
ЗАО,р-н Очаково-Матвеевское,65000,студия,4.0,25.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7333333333333333,0,1991-2025
ЮЗАО,р-н Котловка,65000,1,14.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6875,0,1970-1990
НАО (Новомосковский),просп. Магеллана,65000,2,6.0,40.0,включена (счётчики включены),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.6428571428571429,0,1991-2025
